8.02,12.07,,Advertise your product or brand here
8.02,12.07,,contact www.OpenSubtitles.org today
45.34,47.33,,
56.68,60.05,,"There's nobody here, sir."
56.68,60.05,,No.
61.45,63.44,,"No, she'd take"
61.45,63.44,,the fight outside.
65.56,68.15,,My Faith doesn't like
65.56,68.15,,to be cooped up.
69.39,70.99,,We have to find them.
71.06,73.33,,Put everyone on it.
71.06,73.33,,Do it now.
73.4,74.98,Vampire ,"But, sir, the ascension..."
74.98,75.59,Mayor ,Find them!
79.77,81.6,Mayor ,Faith's a good girl.
83.11,86.17,Mayor ,She can take anything
83.11,86.17,Mayor ,they'll throw at her.
86.24,88.23,Mayor ,She's gonna be all right.
89.71,92.18,Mayor ,She'll be all right.
92.25,94.77,Mayor ,She'll be all right.
151.14,153.35,Xander ,Any word from Buffy?
153.35,154.24,Giles ,Not yet.
154.31,160.02,Xander ,Here's your coffee.
154.31,160.02,Xander ,Brewed from the finest
154.31,160.02,Xander ,Colombian lighter fluid.
158.08,160.85,Giles ,Thank you.
162.62,164.18,Xander ,Horrible.
164.26,166.28,Xander ,Aren't you supposed to be
164.26,166.28,Xander ,"drinking tea, anyway?"
166.36,168.02,Giles ,Tea is soothing.
166.36,168.02,Giles ,I wish to be tense.
168.09,169.75,Xander ,"Okay, but you're destroying..."
169.83,172.09,Xander ,a perfectly good
169.83,172.09,Xander ,cultural stereotype here.
172.16,174.03,Giles ,"Look through the, um..."
174.1,176.43,Giles ,Kippler volumes.
176.5,178.7,Giles ,"Uh, any reference"
176.5,178.7,Giles ,to the demon Olvikan...
178.77,181.36,Giles ,"um, powers,"
178.77,181.36,Giles ,"weaknesses, hat size."
181.44,183.02,Giles ,There's got to be something.
183.02,184.1,Xander ,Still battin' zero?
184.17,186.94,Xander ,"But I mean, uh, in Cricket."
188.61,190.02,Xander ,"Cordy, what's up?"
190.02,192.01,Cordelia ,I demand an explanation.
192.08,193.69,Xander ,For what?
193.69,194.95,Cordelia ,Wesley.
195.02,197.58,Xander ,Uh... inbreeding?
197.66,200.12,Cordelia ,"So very funny. Any minute,"
197.66,200.12,Cordelia ,I'm sure to laugh.
200.19,204.15,Cordelia ,I just got off the phone
200.19,204.15,Cordelia ,with him. He could hardly
200.19,204.15,Cordelia ,"speak, he was so upset."
204.23,206.59,Cordelia ,He said that there was
204.23,206.59,Cordelia ,something about a fight...
