,23.4627916666667
12 INT. BASEMENT AT BUFFY'S HOUSE - DAY,2.51745833333333
18 INT. LIVING ROOM AT BUFFY'S HOUSE - NIGHT,0.683875
19 INT. THE BRONZE NIGHT CLUB - NIGHT,2.01291666666667
23 EXT. RANDOM STREET IN SUNNYDALE - NIGHT,0.621875
27 EXT. DESERT - NIGHT,2.13791666666667
41 INT. THE INITIATIVE SUNNYDALE HEADQUARTERS - NIGHT,0.711395833333333
42 EXT. RANDOM STREET IN SUNNYDALE - DAY,0.85525
ACT I,0.888770833333333
ACT IV,0.711520833333333
AMY,74.7345208333333
AMY (O.S.),1.03508333333333
ANDREW,41.6531458333333
ANYA,40.4624375
BUFFY,129.443270833333
CIRCLE LEADER,17.4178333333333
CIRCLE LEADER / VAUGHNE,0.9061875
DAWN,11.8088541666667
GILES,36.0172708333333
GILES (V.O.),0.5699375
KENNEDY,186.376625
PROFESSOR WALSH,0.950895833333333
RILEY,3.36889583333333
SHOP KEEPER,3.48458333333333
SOLDIER,16.4626458333333
SPIKE,65.8622083333333
WARREN,5.12660416666667
WILLOW,80.1335833333333
WILLOW ,2.94872916666667
WILLOW (V. O.),1.2281875
WILLOW*/WARREN,57.4085416666667
WILLOW/WARREN*,79.3343125
WOMAN,1.21839583333333
WOMAN/AMY,3.37129166666667
XANDER,31.4719583333333
