,7.23579166666667
18 INT. LIVING ROOM AT BUFFY'S HOUSE - NIGHT,2.523375
42 EXT. CAVE IN DESERT - DAY,0.9178125
49 INT. LIVING ROOM AT BUFFY'S HOUSE - NIGHT,1.1568125
AMANDA,3.48933333333333
ANDREW,18.1535833333333
ANYA,73.4082708333333
BLACK HAT SHADOW MAN,2.15429166666667
BUFFY,171.958833333333
BUFFY (V.O.),2.04541666666667
CHLOE,0.415666666666667
CHLOE/FIRST,31.1262708333333
DAWN,58.773375
DEMON,1.09085416666667
FIRST SLAYER,1.13227083333333
GILES,4.77245833333333
GILES (V.O.),1.44414583333333
JONATHAN/FIRST,1.86722916666667
KENNEDY,72.7710208333333
MOLLY,1.31210416666667
NIKKI/FIRST,3.436125
POTENTIALS,2.08008333333333
PRINCIPAL WOOD,104.552145833333
RED HAT SHADOW MAN,2.388375
RONA,3.17685416666667
SPIKE,92.1788333333333
WILLOW,93.7785625
XANDER,33.10825
