,25.6083125
24 INT. VICTORIAN PARLOR - NIGHT,1.41952083333333
40 EXT. CEMETERY - NIGHT,2.68958333333333
41 EXT. WORKSHOP AT ROBIN'S PLACE - NIGHT,1.25652083333333
8 EXT. PARK IN NEW YORK CITY - NIGHT,0.64175
ANDREW,3.27779166666667
ANYA,5.78129166666667
BUFFY,114.3238125
DAWN,2.60889583333333
DRUSILLA,12.6628333333333
GILES,151.068229166667
GILES (V.O.),1.0835625
KENNEDY,1.41666666666667
MOTHER,84.7352291666667
NIKKI,21.5358125
RECORDED SONG,14.5899166666667
ROBIN,141.843020833333
RONA,2.13645833333333
SPIKE,112.7435
VAMPIRE,1.843875
WILLIAM,88.5892708333333
WILLOW,14.3297916666667
WOMAN,9.55402083333333
WOMAN/MOTHER,3.08175
XANDER,3.47289583333333
YOUNG ROBIN,3.75833333333333
