,34.4712291666667
Angel,2.22745833333333
"Angel, and I guess that was a bust. But since then, you know, small stuff",4.3080625
Boy,1.54016666666667
Buffy,275.043229166667
Cordelia,22.7267291666667
Faith,102.221291666667
Giles,81.7069166666667
Girl,1.730625
I only know one thing,3.36235416666667
Joyce,36.6896458333333
Kakistos,22.180375
Manager,4.20879166666667
Oz,15.7556041666667
Pizza Man,2.34522916666667
Scott,37.5538125
Secretary,1.508625
Snyder,19.4282916666667
Trick,30.6705208333333
Vampire,2.45010416666667
Voice,2.72695833333333
Willow,87.907375
Xander,27.58
