,88.7438125
39 INT. HALLWAY AT SUNNYDALE HIGH- DAY,0.750666666666667
8 EXT. CITY STREET IN ISTANBUL - NIGHT,5.00883333333333
9 EXT. SUNNYDALE CEMETERY - NIGHT,2.53033333333333
ACT I.,0.717291666666667
ANYA,16.8735
BUFFY,160.739083333333
CARLOS,13.6448541666667
DAWN,111.461833333333
DAWN (O.S.),2.02866666666667
DEAD GIRL,15.8448541666667
DEAD JANITOR,15.3356875
DEAD NERD,8.08983333333333
DEMON,1.77097916666667
END REVIEW TEASER.,1.45441666666667
GILES,38.3355
GILES (VO),1.43297916666667
HALFREK,33.8807083333333
KIT,22.642375
NERD,1.1884375
PRINCIPAL,71.5082708333333
SPIKE,24.381
STUDENT,3.61795833333333
TEACHER,9.22683333333333
VAMPIRE,11.272125
WARREN,1.03979166666667
WILLOW,57.2805
XANDER,40.1717083333333
