,57.7882291666667
20 INT. UPSTAIRS HALLWAY AT BUFFY'S HOUSE - DAY,1.21841666666667
39 INT. LIVING ROOM AT BUFFY'S HOUSE - DAY,1.237875
42 INT. BASEMENT AT BUFFY'S HOUSE - NIGHT,1.32545833333333
"51 INT. WATCHER'S COUNCIL HEADQUARTERS, LONDON - DAY",1.12541666666667
8 INT. FOYER AT BUFFY'S HOUSE - NIGHT,1.3129375
ANDREW,71.2605416666667
ANDREW (O.S.),0.6428125
ANYA,35.180125
BUFFY,174.361416666667
BUTCHER,4.5563125
BUTCHER (O.S.),1.25652083333333
DAWN,23.709875
GILES,6.31791666666667
GILES (V.O.),1.23735416666667
JONATHAN,21.4177083333333
JOYCE,3.26395833333333
PRINCIPAL WOOD,38.6798541666667
PUNK #1,0.706958333333333
PUNK #2,0.879958333333333
QUENTIN TRAVERS,13.1086458333333
ROBSON,1.27839583333333
SPIKE,113.661708333333
SPIKE (O.S.),5.84954166666667
SPIKE-2,5.8724375
WARREN,38.0158333333333
WATCHER AIDE #1,5.3629375
WATCHER AIDE #2,2.90422916666667
WILLOW,64.827
XANDER,103.085833333333
