,47.359125
Adam,92.8611041666667
Anya,10.0268125
As she storms out,0.5141875
Buffy,143.306020833333
Buffy (to Xander),1.36422916666667
Colonel,31.8084166666667
Fades between different battle scenes,16.7355625
Forrest,32.2713958333333
Forrest (o.s.),5.02604166666667
Giles,58.8890833333333
Giles (v.o.),1.62408333333333
Man,1.09085416666667
Man (v.o),3.84591666666667
Riley,29.962375
Scientist,1.48395833333333
Soldier,6.24004166666667
Soldier #2,1.24610416666667
Soldier #3,0.219916666666667
Soldier #4,0.419604166666667
Spike,80.188375
Spike (o.s.),1.1515625
Tara,11.0088333333333
Walsh,1.38266666666667
Walsh (v.o),1.2561875
Willow,115.651729166667
Xander,56.9118541666667
