,28.5653125
ANGEL,7.7355625
ANGELUS,21.5894583333333
ANYA,7.65225
ARISTOCRAT #1,5.94895833333333
ARISTOCRAT #2,12.2812916666667
ARISTOCRAT #3,5.18045833333333
BUFFY,121.942666666667
CECILY,8.754375
CHAOS DEMON,2.81802083333333
CUT TO,1.24679166666667
DARLA,8.03560416666667
DAWN,11.0359166666667
DRUSILLA,57.5805208333333
GILES,22.21775
HARMONY,12.1628333333333
JOYCE,25.6628958333333
RILEY,34.4174791666667
ROCKER VAMPIRE,5.045375
SPIKE,291.622604166667
WAITER,1.43239583333333
WILLOW,10.236125
XANDER,12.9900416666667
