,59.8249166666667
Angel,37.5802708333333
Anya,35.3893958333333
Anyanka,16.1357708333333
Buffy,83.0693125
Cordelia,122.007020833333
Cordette,11.3631875
Giles,90.8427291666667
Harmony,46.6388333333333
Janitor,4.17120833333333
John Lee,15.8721458333333
Larry,10.2358125
Machine,13.3717916666667
Master,57.344125
Nancy,2.97975
Oz,25.0358125
"Practical? Hardly. Meanwhile, the humans, with their plebeian minds, have brought us a truly demonic concept",3.31779166666667
Teacher,3.85420833333333
Vampire,1.09060416666667
Vampires,0.7406875
Willow,105.943791666667
Xander,81.3518541666667
