,3.48004166666667
AMY,49.36175
ANYA,75.1254166666667
BOY,1.67995833333333
BUFFY,237.677979166667
CUSTOMER,0.513291666666667
DAWN,28.4443958333333
FATHER,5.74147916666667
GARY,17.8264583333333
GILES,2.84508333333333
GILES VOICEOVER,0.415895833333333
GINA,3.82454166666667
HALFREK,6.22629166666667
LORRAINE,33.8170416666667
MAN,3.54975
MANNY,85.5880416666667
NARRATOR,23.108875
PHILIP,26.3440625
SPIKE,18.65425
TIMOTHY,7.94460416666667
WARREN,3.0816875
WIG LADY,35.6815833333333
WILLOW,124.616520833333
WILLOW (O.S.),5.9266875
WILLOW VOICEOVER,1.40583333333333
XANDER,64.9707916666667
