,8.761625
Anya ,33.141375
Broken ,3.31525
Buffy ,169.30575
Chaz ,4.2356875
Gachnar ,9.0449375
Giles ,55.48025
Girl ,1.638
Guy ,44.8533958333333
Head ,1.18245833333333
Hollow ,1.256125
Joyce ,34.7358541666667
Kid ,3.67195833333333
Lobster ,3.45029166666667
Oz ,61.5620833333333
Parker ,2.25820833333333
Present ,1.04
Rachel ,2.74879166666667
Riley ,22.546875
Rumbling ,3.34454166666667
Tall ,1.84422916666667
Voice ,1.41741666666667
Walsh ,7.88058333333333
Willow ,161.5258125
Xander ,163.934145833333
Xander(voice ,1.812375
