,22.635625
26 INT. THE MAGIC BOX- NIGHT 26,0.5259375
28 EXT. SUNNYDALE INDUSTRIAL DISTRICT- FACTORY LOT- NIGHT 28,1.60852083333333
30 INT. SUMMERS HOME- FOYER- NIGHT 30,1.06210416666667
5 INT. THE MAGIC BOX- DAY 5,4.11877083333333
ANYA,35.5221875
BEN,22.575
BIKER VAMPIRE,1.53708333333333
BUFFY,237.298833333333
CUSTOMER,0.971520833333333
CUT TO,3.76589583333333
DAWN,73.4611666666667
GILES,84.0252916666667
GLORY,101.170541666667
GUARD,2.0186875
JOYCE,50.0529791666667
MAN,0.731479166666667
MONK,49.0442708333333
NIGHT WATCHMAN,12.8692291666667
RILEY,24.8263333333333
SPIKE,15.5447916666667
TIME CUT,2.18925
WILLOW,28.335375
XANDER,15.5717916666667
