,22.51875
Adam ,25.7170416666667
Anya ,60.1375625
Anya? ,0.617104166666667
Bronze,7.509375
Buffy ,206.285916666667
Cacaphony ,3.0556875
Colonel ,3.1451875
Giles ,27.053625
Girl ,0.8115
Jonathan ,228.332916666667
Karen ,25.4535416666667
Nordic? ,3.48527083333333
Policeman ,3.34454166666667
Riley ,63.1896875
Riley] ,1.7466875
Sergeant ,1.60697916666667
Spike ,23.4624583333333
Tara ,19.489875
Vampire ,13.9449583333333
Willow ,83.8702083333333
Willow's ,3.64491666666667
Xander ,50.7105625
Xander] ,0.63725
