,2.04541666666667
ANYA,110.451708333333
ANYA VOICEOVER,1.00902083333333
Anya,3.266625
BUFFY,54.7085833333333
COMPUTER VOICE,0.617104166666667
DRUNK GUY,1.45595833333333
EVAN,8.39002083333333
FORREST,18.5471875
FORREST VOICEOVER,0.556333333333333
GILES,121.6709375
GILES VOICEOVER,2.33545833333333
GIRL,2.03697916666667
GRAHAM,12.9357708333333
Giles,1.62235416666667
JULIE,16.3713333333333
MASON,1.94354166666667
MRS. HOLT,44.2896458333333
RILEY,26.5268333333333
RILEY VOICEOVER,1.1900625
SCIENTIST,5.38970833333333
SNOB,21.1534583333333
SPIKE,55.6804375
TARA,37.3800625
Tara,2.12877083333333
Tara Voiceover,1.51541666666667
WILLOW,81.7077916666667
Willow,3.717125
Willow Voiceover,1.00904166666667
XANDER,153.3958125
