,10.6176666666667
ANDREW,43.3719375
ANDREW/JONATHAN,0.71325
ANDREW/JONATHAN/WARREN,0.3798125
ANYA,66.2537708333333
BUFFY,165.875916666667
BUFFY VOICEOVER,2.01708333333333
DAWN,43.5801458333333
DEMON,29.1895416666667
GILES,91.0520416666667
GILES VOICEOVER,1.1898125
GUARD,0.812
JONATHAN,47.3176458333333
MR. SAVITSKY,20.1447916666667
PARAMEDIC,1.11885416666667
SPIKE,16.0444791666667
TARA,14.062875
TITO,6.88216666666667
WARREN,44.2083333333333
WILLOW,96.7520625
We see what he's pointing at. It's a whiteboard labeled at the top "TO DO" and including the following items,5.7270625
XANDER,73.5765625
