,2.389125
ANYA,21.5624166666667
BEN,34.7713125
BUFFY,140.384854166667
BUFFY VOICEOVER,1.65033333333333
CRAZY GUY,0.729166666666667
CRAZY SECURITY GUARD,3.010375
Cut to,4.68110416666667
DAWN,157.123979166667
DOCTOR,3.111625
GILES,62.6356458333333
GILES VOICEOVER,1.41779166666667
GLORY,108.115979166667
GUARD,1.78802083333333
JINX,19.0442916666667
JOYCE,38.4718333333333
MONK,2.68958333333333
ORLANDO,33.8712291666667
PATIENT 1,8.953625
PATIENT 2,3.64495833333333
QUINTON TRAVERS,0.731645833333333
RILEY VOICEOVER,1.2595
SPIKE,114.4071875
TARA,15.3896666666667
TRAVERS,0.6415
WILLOW,44.1447916666667
XANDER,40.7932708333333
YOUNG BUFFY,0.599291666666667
YOUNG DAWN,2.36183333333333
