,6.371875
15 EXT. ENGLISH COUNTRYSIDE - DAY,2.08333333333333e-05
19 INT. BASEMENT SUNNYDALE HIGH - DAY,0.830354166666667
20 EXT. NIGHTCLUB - NIGHT,2.53058333333333
22 INT. BUFFY'S BEDROOM IN BUFFY'S HOUSE - NIGHT,0.459770833333333
43 EXT. CEMETERY - NIGHT,0.756583333333333
ACT I.,2.163875
ACT IV.,2.45683333333333
ANYA,58.9613541666667
BUFFY,137.043
D'HOFFRIN,1.91777083333333
DAWN,34.7144583333333
DEMON,1.43127083333333
GERMAN GIRL,1.25622916666667
GILES,25.5446458333333
GILES (V.O.),1.04335416666667
HALFREK,4.53589583333333
NANCY,96.3073333333333
PRINCIPAL,42.8088125
PROLOGUE,2.31964583333333
RONNIE,0.0200208333333333
SPIKE,166.2844375
WARREN,1.05977083333333
WILLOW,37.7081875
XANDER,105.652333333333
YOUNG WOMAN,16.6446875
