,22.6357083333333
A ,1.76179166666667
Angel ,81.7335208333333
Angel's ,3.90375
Buffy ,116.978229166667
Cordelia ,43.2536041666667
Cordy ,1.30922916666667
Doctor ,12.335875
Faith ,19.820625
Giles ,57.4615416666667
Harmony ,1.5184375
Jonathon ,2.42658333333333
Larry ,1.25554166666667
Like ,2.07083333333333
Mayor ,93.9609583333333
Nurse ,4.906125
One ,2.7545
Oz ,32.6352291666667
Percy ,3.6315
R ,0.617854166666667
She ,1.48395833333333
Snyder ,15.7537708333333
Then ,3.11808333333333
To ,2.3495
V ,9.43329166666667
Vampire ,2.20045833333333
Wesley ,33.8804375
Willow ,43.58025
Xander ,64.1437291666667
