,39.3351875
ACT III.,1.25641666666667
AMANDA,3.34454166666667
AMANDA/INTROVERTED GIRL,7.11683333333333
ANYA,4.17914583333333
BOY,13.6453333333333
BUFFY,226.547708333333
CASSIE,110.333354166667
CASSIE (V.O.),13.5536458333333
CASSIE/GIRL,1.484
CONFIDENT BOY,19.1355833333333
DAWN,62.2433333333333
DEAD WOMAN,1.4441875
GILES (V.O.) ,1.04364583333333
GIRL,7.94460416666667
GUY,20.7084791666667
INTROVERTED GIRL,8.57225
JOSH,5.95347916666667
KEITH,3.806875
KEVIN,1.25654166666667
MANDEL,4.45591666666667
MIKE,18.338125
MIKE/GUY,3.73602083333333
MORTUARY MAN 1 (O.S.),5.00520833333333
MORTUARY MAN 2 (O.S.),2.8665
MR. NEWTON,24.56225
PETER,51.0527291666667
PETER/CONFIDENT BOY,2.21858333333333
PRINCIPAL,44.6444375
SPIKE,21.9809166666667
TOUGH BOY,19.7267291666667
WILLOW,84.6439791666667
XANDER,66.1891875
