,104.161895833333
ANYA,126.714541666667
BUFFY,5.01770833333333
BUFFYBOT,56.3160208333333
CLYED,4.04391666666667
DAD,3.284
DAWN,49.3344583333333
DEMON,1.43289583333333
GILES,61.3245208333333
HOMEOWNER,7.08166666666667
MAG,20.8537291666667
MOM,2.3809375
MS. LEFCORT,12.7266041666667
P.A. ANNOUNCER,4.67672916666667
RAZOR,66.2529583333333
SPIKE,78.8259583333333
TARA,106.451166666667
TEACHER,3.43564583333333
Transcriber's Notes,1.41245833333333
VAMP,35.7171458333333
WILLOW,257.941604166667
WILLOW VOICEOVER,0.668520833333333
WILLOW/TARA/DAWN,0.382791666666667
XANDER,218.313770833333
