,25.7263541666667
ANYA,12.39225
BEN,14.97825
BUFFY,124.670958333333
BUFFY VOICEOVER,2.07327083333333
DAWN,51.296
DOCTOR,2.52552083333333
DR. KRIEGEL,40.4077708333333
DREG,14.8359583333333
ELLIS,16.9915416666667
GILES,30.7127916666667
GILES VOICEOVER,1.64820833333333
GLORY,0.524958333333333
GRAHAM,5.3099375
GUARD,14.5089583333333
JOYCE,127.843583333333
MAN,1.74179166666667
MONK,3.21760416666667
PATIENT,7.28985416666667
RILEY,79.3080208333333
SECURITY GUARD,1.24608333333333
SPIKE,10.4736666666667
TARA,38.7172083333333
WILLOW,129.243708333333
XANDER,46.5176666666667
