,9.49204166666667
Allan,10.4626666666667
Angel,2.33366666666667
Boss,30.2626666666667
Buffy,276.552291666667
Candy,4.24152083333333
Cordelia,160.778208333333
Devon,11.7541458333333
Faith,20.1447291666667
Giles,23.529375
Jonathon,3.3048125
Jungle Bob,10.7357083333333
Kulak,3.4325625
Lyle,14.5629375
Lyrics,46.487
Mayor Wilkins,47.6438125
Michelle,10.0810208333333
Ms. Moran,4.813
Oz,10.2900833333333
Scott,25.9269166666667
Secretary,1.65666666666667
Trick,82.4440625
Willow,106.752208333333
Xander,52.6075416666667
and that's what I need,1.24325
