,8.38985416666667
17 EXT. ALLEY OUTSIDE THE BRONZE NIGHTCLUB - NIGHT,1.0575
24 INT. HALLWAY AT SUNNYDALE HIGH - DAY,2.08333333333333e-05
38 INT. PRINCIPAL'S OFFICE AT SUNNYDALE HIGH - NIGHT,1.0104375
4 INT. XANDER'S APARTMENT - NIGHT,0.548958333333333
6 INT. ANYA'S APARTMENT - DAY,1.45152083333333
8 INT. BASEMENT AT BUFFY'S HOUSE - NIGHT,1.65622916666667
ACT I,3.29133333333333
ACT III,1.506875
ANYA,59.044
BROTHER,16.3475416666667
BUFFY,233.786583333333
BUFFY (O.S.),1.71783333333333
CHEERLEADER FRIEND,23.0716875
CHEERLEADER ON CRUTCHES,4.44477083333333
CHEERLEADER WANNABE #1,14.1715625
D'HOFFRYN,2.94289583333333
DAWN,197.424395833333
GILES (V.O.),1.03645833333333
JOCK FRIEND,20.3266875
LANCE,5.481
LANCE/BROTHER,4.56375
MRS. BROOKS (O.S.),3.06283333333333
PRINCIPAL,14.7717708333333
R.J.,53.46175
RADIO ANNOUNCER (O.S.),2.9905625
SPIKE,12.3624375
TEACHER,2.35079166666667
WILLOW,64.8267083333333
XANDER,100.516270833333
