,4.62679166666667
ANYA,1.44472916666667
BEN,9.3449375
BUFFY,185.902708333333
DAWN,53.5251041666667
DAWN VOICEOVER,1.43491666666667
DRUSILLA,84.3526875
GILES,15.0624791666667
GILES VOICEOVER,2.31164583333333
GUY,1.486625
HARMONY,77.4891666666667
JOYCE,47.799375
PORTER,4.68110416666667
RILEY,0.512395833333333
SPIKE,245.601395833333
Shot of front page of the Sunnydale Press reading,1.949875
TARA,16.320375
VAMP 1,1.25572916666667
VOICE,1.85025
WILLOW,34.7506041666667
WILLOW VOICEOVER,1.58816666666667
XANDER,45.7174375
