,66.583125
Bartender,2.67035416666667
Buffy,105.942083333333
Car guy,2.01825
Caveguy#2,2.57133333333333
Cut to Prof. Walsh's class,0.8054375
Cut to the pub,15.428875
Giles,20.8464791666667
Girl,7.834125
Guy,16.5536666666667
Guy #1,19.0175416666667
Guy #2,8.36295833333333
Guy #3,0.888729166666667
Guy#1,14.418
Guy#2,4.562875
Guy#3,3.74316666666667
Guy#4,1.42654166666667
Guys,2.33272916666667
Jack,7.06079166666667
NG#1,2.5176875
Oz,12.2177916666667
Parker,82.625375
Paula,1.07275
Prof. Walsh,11.3901458333333
Riley,21.1403333333333
Willow,107.244666666667
Xander,148.051833333333
