,22.9625416666667
ANYA,132.885729166667
ANYA VOICEOVER,10.3269791666667
BUFFY,112.351645833333
CATERER,2.30877083333333
CLEM,4.35358333333333
COUSIN CAROL,21.1537291666667
D'HOFFRYN,17.565625
DAWN,32.7545
DEMON,30.4603333333333
DEMON TEEN,8.20341666666667
GILES VOICEOVER,0.549916666666667
GUESTS,3.310125
HALFREK,17.5671666666667
JOSH,4.209625
KAREN,0.555083333333333
KRELVIN,8.6088125
MR. HARRIS,60.4628541666667
MRS. HARRIS,12.1088125
OLD MAN,47.2885833333333
SARAH,10.4419583333333
SKANKY GOTH GIRL,1.03279166666667
SPIKE,27.2895208333333
TARA,14.7717916666667
TENTACLE DEMON,10.7897083333333
UNCLE RORY,43.7537708333333
WILLOW,65.3408125
XANDER,109.679604166667
XANDER VOICEOVER,1.1186875
