,15.3895208333333
27 INT. UNDERGROUND CAVE - DUSK,1.23127083333333
ACT IV,1.05875
ANDREW,75.9260416666667
ANYA,62.3626041666667
BELJOXA'S EYE,25.5446875
BLONDE SLAYER-IN-TRAINING,9.01777083333333
BLONDE SLAYER-IN-TRAINING / EVE,4.86327083333333
BRINGER,1.40641666666667
BRUNETTE SLAYER-IN-TRAINING,2.278375
BRUNETTE SLAYER-IN-TRAINING / CHLOE,1.112625
BUFFY,117.7735625
BUFFY (V.O.),7.56310416666667
BUFFY/FIRST,16.1355208333333
CHLOE,14.4717291666667
CHLOE (O.S.),0.950041666666667
DAWN,36.2803958333333
EVE,53.5262708333333
EVE/FIRST,9.4255625
EVERYONE,0.246479166666667
GILES,68.8083125
GILES (V.O.),1.22
KENNEDY,65.6265625
KENNEDY (O.S.),3.8541875
MOLLY,30.4625416666667
RED-HEAD SLAYER IN TRAINING,0.528083333333333
RED-HEAD SLAYER IN TRAINING / VI,1.46877083333333
RED-HEAD SLAYER-IN-TRAINING,7.4448125
RONA,43.7628541666667
SPIKE,10.7896875
TORG,18.7715
VI,3.52685416666667
VI (O.S.),2.87402083333333
WILLOW,77.1077708333333
WILLOW (V.O.),4.764625
XANDER,55.0896458333333
XANDER (V.O.),1.219
