,5.84520833333333
11 INT. STRANGER'S HOUSE - NIGHT,2.5311875
19 INT. STRANGER'S HOUSE - NIGHT,0.54625
26 INT. WINE CELLAR AT THE SHADOW VALLEY VINEYARDS - NIGHT,2.081875
8 EXT. FRONT PORCH AT BUFFY'S HOUSE - NIGHT,1.95733333333333
ACT I,1.25575
AMANDA,5.75420833333333
ANDREW,74.3265208333333
ANDREW (O.S.),1.32220833333333
ANYA,23.0814583333333
BUFFY,72.2709583333333
BUFFY/FIRST,31.6804166666667
CALEB,45.744625
CARIDAD,3.939
DAWN,18.4536458333333
FAITH,141.759375
GILES,25.9539583333333
GILES (V.O.),0.708708333333333
KENNEDY,54.2619791666667
MAN,5.3628125
MAYOR/FIRST,64.2895833333333
MOLLY,1.24610416666667
ROBIN,56.7590625
SPIKE,135.759333333333
VI,9.13595833333333
WILLOW,47.7618333333333
XANDER,12.6895
