,3.0271875
ANYA,31.8084166666667
BEN,66.9889583333333
BUFFY,161.188270833333
BUFFY VOICEOVER,1.5084375
CLERIC,6.14252083333333
DANTE,24.656375
DAWN,69.0616041666667
GILES,45.7190416666667
GILES VOICEOVER,1.253
GLORY,16.8715833333333
GREGOR,150.452979166667
GRONX,54.6174166666667
KNIGHT,2.64866666666667
KNIGHTS,4.1711875
MONK,3.0310625
NURSE,5.30875
ORLANDO,13.0811041666667
PATIENTS,1.78841666666667
QUENTIN TRAVERS VOICEOVER,1.243375
SPIKE,56.2534375
SPIKE VOICEOVER,1.7180625
TARA,16.5537708333333
WILLOW,53.0713333333333
XANDER,49.0440208333333
XANDER VOICEOVER,1.04620833333333
