,6.58110416666667
ANYA,42.9799375
APRIL,135.52675
BEN,33.8175208333333
BENCH GUY,0.306208333333333
BUFFY,252.133166666667
BUFFY VOICEOVER,5.6901875
COFFEE GUY 1,7.71795833333333
COFFEE GUY 2,0.64175
Cut to,2.03529166666667
DAWN,15.3356041666667
DRIVER GUY,2.87220833333333
GILES,41.8892916666667
GILES VOICEOVER,1.23775
GIRL,0.5425625
GLORY,6.01777083333333
JINX,5.36279166666667
JOYCE,42.888875
KATRINA,33.9209583333333
MONK,3.0025
QUINTON TRAVERS VOICEOVER,1.45979166666667
RILEY,4.83604166666667
RILEY VOICEOVER,2.46147916666667
SLEEPY GUY,2.72695833333333
SPIKE,56.5823958333333
TARA,37.1713333333333
WARREN,104.187604166667
WARREN VOICEOVER,7.02333333333333
WILLOW,52.7713125
XANDER,84.3158958333333
