,44.5927083333333
All,6.01777083333333
Buffy,5.6901875
Buffy ,71.7610416666667
Buiffy ,4.2035
Commando ,8.36297916666667
Computer,3.61177083333333
Forrest,5.009375
Forrest ,63.5793125
Giles,1.64733333333333
Giles ,24.831
Graham,2.25489583333333
Graham ,12.1086875
Harmony ,35.8081041666667
Parker ,14.4178125
Riely ,23.8266041666667
Riley,9.18983333333333
Riley ,166.1413125
Rirley ,1.4436875
Spike ,66.9613333333333
Vamire ,2.94677083333333
Vampire ,16.9624583333333
Walsh,11.6534375
Walsh ,26.7533125
Williow ,7.43495833333333
Willow ,107.752020833333
Wilow ,1.35695833333333
Xander,10.1178541666667
Xander ,66.1963958333333
Xander's Mother ,3.16027083333333
