,14.147
A prayer meeting has a chalkboard saying Revelations 15,35.389375
Anya,15.3895833333333
Buffy,36.5709375
Buffy (petulantly),1.25627083333333
Buffy (whiny),1.06104166666667
Elevator,15.4169166666667
Forrest,14.918625
Giles,46.4386666666667
Giles (amused),0.668520833333333
Giles (musing),2.261875
Olivia,10.827
Riley,34.0532708333333
Riley (confused),0.787083333333333
Spike,19.5175833333333
Tara,14.9713958333333
Walsh,19.8448333333333
Walsh (to buffy),0.641541666666667
Wicca1,10.3268958333333
Wicca1(hesistantly),1.71564583333333
Wicca2,6.61791666666667
Willow,63.6352291666667
Xander,26.1086875
wicca2,3.38364583333333
