,39.64125
ANGEL,55.7165416666667
ANOTHER,5.9906875
BUFFY,313.064416666667
CHEERLEADERS,6.28075
CORDELIA,32.0623541666667
CORDY,11.1808333333333
EVIL,2.28310416666667
FEMALE,2.987875
FREDDY,13.1178333333333
GEEKY,2.56279166666667
GILES,95.3529583333333
HOGAN,7.14585416666667
JONATHAN,30.2085416666667
JOYCE,18.00725
LARRY,16.4357916666667
LL,3.4781875
LUNCHLADY,4.71860416666667
MR,4.35147916666667
NANCY,14.2626041666667
NGEL,1.80895833333333
ONATHAN,4.289125
OYCE,2.57670833333333
OZ,34.7719583333333
PERCY,7.20895833333333
RANDOM,2.68958333333333
SOME,2.55497916666667
STUDENT,1.87772916666667
TEACHER,29.2304166666667
THOUGHTS,26.0372708333333
WESLEY,34.444375
WILLOW,126.833604166667
XANDER,76.3624166666667
