,26.7536458333333
"Chicago",1.162
ADAM,2.01289583333333
ANYA,36.5836458333333
BALD MAN,11.0358958333333
BUFFY,122.888291666667
BUFFY VOICEOVER,1.45595833333333
Buffy,5.6745625
COMPUTER VOICE,4.50258333333333
DAD,9.57945833333333
FIRST SLAYER,2.75391666666667
GILES,124.351791666667
GILES VOICEOVER,2.61272916666667
Giles,0.449958333333333
Giles Voiceover,1.40029166666667
HARMONY,16.78775
JOYCE,35.0626041666667
MALE VOICE,2.727
MAN IN CROWD,0.549
OLIVIA,3.34454166666667
OTHER GUY,5.96345833333333
OZ,6.5040625
RILEY,34.2892291666667
SNYDER,17.2628333333333
SPIKE,13.6449375
TARA,56.017375
TARA VOICEOVER,3.28891666666667
TV SOLDIER,5.96341666666667
Tara,1.2466875
VAMP,3.635625
VOICE,4.04802083333333
WILLOW,74.3154375
Willow,2.54375
Willow Voiceover,3.18977083333333
XANDER,90.0162708333333
Xander,1.01314583333333
