,11.12775
ANDREW,48.9265416666667
ANDREW/JONATHAN,1.2325
ANYA,19.2268541666667
BUFFY,140.177645833333
BUFFY VOICEOVER,0.556708333333333
COP #1,0.944479166666667
COP #2,1.71804166666667
CREEPY VOICES,4.06416666666667
CUSTOMER,0.506645833333333
DAWN,33.2537291666667
DESK SERGEANT,10.5546875
GILES VOICEOVER,0.470416666666667
JONATHAN,54.768375
JONATHAN VOICEOVER,1.41197916666667
KATRINA,51.0525625
KATRINA VOICEOVER,1.18525
SPIKE,108.0675
TARA,63.4896666666667
WARREN,88.6922916666667
WARREN VOICEOVER,0.4158125
WILLOW,42.8081041666667
WILLOW VOICEOVER,2.66270833333333
XANDER,15.8355
