,29.3915625
Angel,57.5084583333333
Angelus,116.360958333333
Buffy,132.879375
Cordelia,20.212625
Darla,9.78072916666667
Doug,36.0449375
Drusilla,64.825875
Elder Woman,11.0626666666667
Giles,82.5883333333333
Girl#1,1.20625
Girl#3,0.527833333333333
Gypsy Man,14.5629583333333
Hank,5.609125
Joyce,11.7448125
Kendra,24.368
Officer,1.090625
Oz,3.72697916666667
Snyder,6.48989583333333
Spike,14.953875
Teacher,0.521166666666667
Vampire,7.63304166666667
Vendor,0.555416666666667
Watcher,13.3177708333333
Whistler,61.2345416666667
Willow,77.5522291666667
Xander,48.3796666666667
