,19.0176041666667
28 EXT. BRONZE NIGHT CLUB - NIGHT,1.2375625
7 EXT. STREET - DAY,5.13020833333333
ACT III,0.453270833333333
AMANDA,29.3085
ANDREW,42.0175
ANDREW & SPIKE,1.21114583333333
ANYA,40.2795833333333
BUFFY,182.375958333333
BUFFY (O.S.),0.784875
BUFFY/FIRST,3.70847916666667
CALEB,74.7345625
CLEM,29.2851666666667
CRAZY CITIZEN,5.90895833333333
DAWN,46.4530208333333
FAITH,110.93425
GILES,54.534375
GILES (V.O.),0.853291666666667
GIRL,0.549833333333333
GIRL / SHANNON,0.599604166666667
KENNEDY,28.8623541666667
MAN / CALEB,0.509833333333333
MOLLY,1.18245833333333
MONK,20.9217708333333
OFFICER,35.244
OFFICER 2,4.37275
OFFICER 3,1.00604166666667
OFFICER 4,0.524791666666667
ROBIN WOOD,26.5537083333333
RONA,19.4085833333333
SPIKE,38.362625
WILLOW,28.0116666666667
XANDER,28.8085
