,7.88047916666667
ANYA,32.1869375
BEN,7.26275
BUFFY,217.0588125
BUFFY VOICEOVER,0.853270833333333
DAWN,9.63579166666667
DREG,5.54491666666667
GILES,130.543145833333
GILES VOICEOVER,1.5431875
GLORY,91.3780208333333
JINX,50.1894583333333
JOYCE,9.045
KNIGHT,22.8042708333333
MAILMAN,14.4179166666667
NIGEL,24.5088125
NIGEL VOICEOVER,2.56870833333333
PHILIP,17.4719583333333
PROFESSOR,33.942375
SPIKE,54.2078333333333
TARA,21.3802916666667
TRAVERS,152.642395833333
TRAVERS VOICEOVER,1.36495833333333
VAMP,0.771041666666667
WATCHER #2,1.43658333333333
WATCHER2,16.989375
WESLEY,1.459
WILLOW,26.4893125
XANDER,38.3799375
