,21.008375
22 INT. TUNNEL - DAY,0.424041666666667
25 INT. WILLOW'S ROOM AT BUFFY'S HOUSE - DAY,0.705541666666667
5 INT. LIVING ROOM AT BUFFY'S HOUSE - NIGHT,0.830708333333333
ACT II,1.25239583333333
AMANDA,17.5911458333333
ANDREW,66.1618958333333
ANGEL,8.9536875
ANYA,54.4453333333333
BUFFY,136.6521875
BUFFY (O.S.),1.65435416666667
BUFFY/FIRST,27.5802083333333
CALEB,59.6357916666667
CARIDAD,9.2268125
DAWN,27.5629583333333
FAITH,48.9807083333333
GILES,61.1167916666667
GILES (V.O.),0.951375
KENNEDY,16.9352708333333
MAN (O.S.),0.6428125
SPIKE,45.9801041666667
SPIKE (V.O.),0.71725
VI,7.2359375
WILLOW,56.2808541666667
WOMAN,58.5085208333333
WOMAN (O.S.),2.9451875
WOUNDED POTENTIAL,1.30922916666667
XANDER,62.8895833333333
