,11.8628125
AMY,63.8163333333333
ANDREW,19.1357916666667
ANYA,34.0802916666667
BREE,2.443
BUFFY,127.368375
DAWN,33.1081666666667
GILES,3.40920833333333
GUY 1,6.85422916666667
GUY 2,3.24129166666667
HUSBAND,1.23104166666667
JONATHAN,26.8717291666667
JONATHAN/ANDREW,0.549833333333333
MALE SINGER,0.599958333333333
REPORTER,1.88902083333333
RUSTY,2.88922916666667
SPIKE,142.026208333333
TARA,33.1353333333333
TV REPORTER,4.37977083333333
WARREN,84.3158333333333
WIFE,1.44608333333333
WILLOW,127.66025
WOMAN,2.018125
XANDER,28.3943333333333
