,19.54875
ANDREW,5.426875
ANYA,4.18195833333333
BUFFY,150.151645833333
Cut to,1.71783333333333
DAWN,49.6617291666667
DOCTOR,102.207520833333
DOCTOR VOICEOVER,2.28245833333333
FEMALE DOCTOR,1.15495833333333
Flash back to the house. Buffy enters the living room and bumps into Willow,3.645
GILES VOICEOVER,1.402125
HANK,9.78083333333333
JONATHAN,12.5717083333333
JOYCE,38.3801041666667
JOYCE VOICEOVER,2.018125
LORRAINE,2.00625
MAN,1.18245833333333
MAN 1,0.871916666666667
MAN 2,2.34360416666667
SPIKE,70.616375
TARA,4.32683333333333
WARREN,31.265
WILLOW,111.116520833333
XANDER,101.617270833333
