,38.8627916666667
3,1.1906875
Aaron,0.887604166666667
Angel,7.28995833333333
Buffy,197.980479166667
Cordelia,34.2896666666667
Driver,2.86264583333333
Giles,43.2539375
Guard,13.0269166666667
Homeless man,1.04352083333333
Homeless woman,3.408875
Joyce,20.3264791666667
Ken,145.615395833333
Lily,120.105458333333
Lyrics,28.8899166666667
Nurse,11.7177083333333
Oz,29.0446041666667
Rickie,10.7687708333333
Roughneck,2.55739583333333
Teacher,3.11872916666667
Waitress,1.219625
Willow,75.2704791666667
Xander,71.0263333333333
