,16.3176041666667
ANYA,29.8496666666667
BRAD,6.04708333333333
BUFFY,191.579791666667
BUFFY VOICEOVER,5.67233333333333
BUFFY and JOYCE,0.512479166666667
Buffy and Dawn (in unison),0.712395833333333
CYRUS,6.162625
DAWN,31.0083541666667
DAWN VOICEOVER,77.997375
GILES,79.3165208333333
GILES VOICEOVER,3.61785416666667
GUY,11.8356458333333
HARMONY,167.241916666667
JOYCE,34.2351458333333
JOYCE VOICEOVER,1.40552083333333
MORT,17.5900416666667
PEACHES,4.62683333333333
Peaches,0.5271875
RILEY,44.4172916666667
SPIKE,45.953375
TARA,35.4295
WILLOW,68.97025
XANDER,72.53475
