2.08,4.5,GILES VOICEOVER,Previously on Buffy the Vampire Slayer:
4.5,6.23,XANDER,Anya! What's wrong with you?
6.36,10.75,ANYA,"First you give me this beautiful ring,"
6.36,10.75,ANYA,and then I can't wear it in public.
11.72,13.58,ANYA,Don't you wanna get married?
13.58,13.84,XANDER,Yes.
13.96,17.24,DAWN,"Come on, Tara! I am so old"
13.96,17.24,DAWN,enough to do research.
18.04,22.35,BUFFY,You do research now? Want a cappuccino
18.04,22.35,BUFFY,and pack of cigarettes to go with it?
22.48,24.46,DAWN,Why should I care about any of this?
24.46,26.11,BUFFY,Because they'll take you away!
26.4,28.84,BUFFY,"If I can't make you go to school,"
29.06,31.71,BUFFY,then I won't be found fit
29.06,31.71,BUFFY,to be your legal guardian.
31.84,33.48,WILLOW,"Since you've been back,"
33.6,38.72,WILLOW,you haven't exactly been big with
33.6,38.72,WILLOW,the whole rangeofhumanemotions thing.
38.84,41.67,SPIKE,"I know you'll never love me,"
38.84,41.67,SPIKE,but you treat me like a man.
48.04,52.03,ANYA,Everything on this table's half off.
48.04,52.03,ANYA,"Buy one eyeball, get the second one free!"
52.16,54.63,XANDER,"Arr! Careful, me mateys!"
54.92,59.71,XANDER,These be fireflies spat from
54.92,59.71,XANDER,a volcano off the coast of Katmandu.
60.96,65.67,LITTLE BOY,You're not a real pirate! Real pirates
60.96,65.67,LITTLE BOY,live on boats and don't look stupid!
65.8,69.43,XANDER,"Haha! Oh, a salty swabby!"
69.56,72.52,XANDER,Maybe you be fishing
69.56,72.52,XANDER,for the taste... of me hook!
73.2,75.71,GILES,"Hello, Ahab. A little help, please?"
75.84,78.4,XANDER,"Arr, and help ye shall have."
85.2,87.31,DAWN,So what are you supposed to be?
87.31,87.92,ANYA,An angel.
88.04,89.93,DAWN,Oh. Shouldn't you have wings?
89.93,92.4,ANYA,"No. This is a special kind of angel,"
89.93,92.4,ANYA,called a Charlie.
92.6,96.48,ANYA,We don't have wings. We just skate around
92.6,96.48,ANYA,"with perfect hair, fighting crime."
96.6,98.17,ANYA,Where's your costume?
98.19,100.31,DAWN,Like I'm six years old? Halloween's so lame.
100.44,103.11,ANYA,But you get to dress up and play games.
103.24,106.71,ANYA,Xander's gonna teach me a new one 
103.24,106.71,ANYA,Shiver Me Timbers. Ever play?
106.84,110.07,TARA,"Dawn, Willow could use"
106.84,110.07,TARA,some help in Magical Texts.
110.2,111.52,DAWN,I'm all over it.
111.88,114.25,ANYA,And you? Ever play Shiver Me Timbers?
114.25,116.24,TARA,Not really much for the timber.
117.36,120.4,WILLOW,"I'm just saying,"
117.36,120.4,WILLOW,you might rethink the stereotype
120.52,122.8,WILLOW,before someone turns you into a toad.
123.64,127.08,WILLOW,And why don't you try
123.64,127.08,WILLOW,removin' that broomstick from your...
127.2,128.32,WILLOW,Dawn.
128.44,130.91,DAWN,Hey. Don't stop
128.44,130.91,DAWN,the invective on account of me.
131.04,135.48,WILLOW,If I see one more idiot that thinks witches
131.04,135.48,WILLOW,are all hairy moles and rotten teeth...
135.6,137.83,WITCHY-POO,"Excuse me, do you have any candy corn?"
139.64,144.24,WILLOW,"Oh, look at you!"
139.64,144.24,WILLOW,You are just the cutest thing!
144.36,145.86,DAWN,But I thought you said...
145.92,149.48,WILLOW,"I know. But look, with the hat and the wart."
150.36,154.27,WILLOW,Let's go fill your tummy up
150.36,154.27,WILLOW,"with sugary nibblets, OK?"
158.02,162.07,WILLOW,Advertise your product or brand here
158.02,162.07,WILLOW,contact www.OpenSubtitles.org today
164.52,166.64,ANYA,Buffy.
167.16,171.12,ANYA,We're running low on mandrake root.
167.16,171.12,ANYA,Check the basement.
171.24,174.63,BUFFY,Don't blame me if we have
171.24,174.63,BUFFY,"this conversation over, and over,"
175.32,177.23,BUFFY,"and over,"
177.36,179.56,BUFFY,"and over, and over."
181.88,184.55,BUFFY,Bell. Neck. Look into it.
184.68,187.44,SPIKE,"Come with a nice leather collar, does it?"
187.44,189.99,BUFFY,"What are you doing, lurking down here?"
190.12,193.59,SPIKE,Came through the tunnels.
190.12,193.59,SPIKE,Runnin' low on burba weed.
194.36,198.32,SPIKE,"Stir it in with the blood,"
194.36,198.32,SPIKE,makes it all hot and spicy.
200.24,202.67,SPIKE,What? I was gonna pay for it.
204.24,207.84,SPIKE,"I mean, no, I was gonna nick it,"
204.24,207.84,SPIKE,cos that's what I do.
208.08,210.59,SPIKE,I go where I please and I take what I want.
210.72,213.23,SPIKE,I thought you'd had it
210.72,213.23,SPIKE,with Customer Disservice.
213.36,214.79,BUFFY,Onetime deal to help out.
214.92,220.12,BUFFY,"And I mean straight time, no"
214.92,220.12,BUFFY,loopdeloop mummyhand repeatovision.
223.16,226.12,BUFFY,Where's the mandrake root?
230.32,233.47,SPIKE,Only three to a jar.
234.2,237.56,SPIKE,Tend to go a bit wonky
