,9.22675
19 INT. KITCHEN AT BUFFY'S HOUSE - DAY,0.744333333333333
21 INT. HALLWAY AT SUNNYDALE HIGH - DAY,4.1711875
24 INT. LIVING ROOM AT BUFFY'S HOUSE - DAY,1.634
28 INT. BASEMENT AT BUFFY'S HOUSE - DAY,1.39997916666667
ACT III,1.06358333333333
AMANDA,3.6789375
ANDREW,325.7386875
ANDREW (V.O.),8.7715625
ANYA,59.6883541666667
BUFFY,247.451541666667
CRYING GIRL,2.7539375
DARK WILLOW,8.98075
DAWN,3.82770833333333
GILES (V.O.),3.55645833333333
JONATHAN,29.6895625
JONATHAN (O.S.),1.95420833333333
KENNEDY,5.48095833333333
MYSTERIOUS VOICE (V.O.),3.25683333333333
ROBIN WOOD,77.9079375
RONA,3.56970833333333
SHY GIRL,1.80895833333333
SPIKE,28.9842916666667
STRESSED OUT BOY,3.61795833333333
WARREN,9.5178125
WARREN/FIRST,28.8081666666667
WILLOW,29.3084166666667
WILLOW (V.O.),1.2565
XANDER,43.5535833333333
