,82.1025
Angelus,67.08375
Ben,10.5888333333333
Boy,22.8176875
Buffy,135.156291666667
Chief,6.60825
Cordelia,36.5228125
Drusilla,21.0624583333333
George,23.0177916666667
Giles,121.523125
Girl,4.65395833333333
Girl#1,4.06354166666667
Girl#2,0.737625
James,11.3901666666667
Lyrics,27.4172916666667
Man,0.956979166666667
Ms. Frank,18.6538333333333
Ms. Newman,24.5898333333333
Secretary,7.53585416666667
Snyder,29.6894375
Spike,27.3266875
Teacher,18.8898958333333
Voice,3.582375
Willow,168.4051875
Xander,65.8889791666667
