,10.0269791666667
Amy,78.4702083333333
Angelus,36.9356458333333
Buffy,123.306791666667
Cordelia,110.568479166667
Cordette,5.91466666666667
Drusilla,23.9892708333333
Giles,85.1707916666667
Girl,4.53589583333333
Girl reaching in,1.41141666666667
Harmony,39.1562291666667
Jack,2.23091666666667
Jenny,22.8447291666667
Joyce,28.6265625
Kate,0.971958333333333
Lyrics,68.2142083333333
Mrs. Beakman,2.42195833333333
Ms. Beakman,3.56816666666667
Oz,14.3265
Spike,13.4896458333333
Willow,35.3626458333333
Xander,223.91325
