,39.5444166666667
Angel,11.2177708333333
Boy,1.21510416666667
Buffy,258.121708333333
Cordelia,40.1080833333333
Devon,0.919229166666667
Ethan,21.039375
Giles,89.0598958333333
"I have some concerns regarding exposed gas pipes, infrastructure, ventilation. And, uh... cancel my 3",5.436
Joyce,100.041666666667
Lyrics,10.8245
Man,3.37129166666667
Mayor Wilkins,32.4808541666667
Ms. Barton,13.1895416666667
Officer,0.853270833333333
Old men,9.46295833333333
Oz,18.54625
Patron,0.787458333333333
Snyder,66.0429375
Trick,34.5894791666667
Willow,82.7516875
Xander,28.0627916666667
