,95.3779375
Angel,103.600354166667
Angelus,22.1085625
Buffy,201.604770833333
Businessman,15.015625
Cordelia,7.71791666666667
Daniel,10.72675
Faith,32.2445833333333
Giles,65.9535
Jenny,56.1343333333333
Jenny/Daniel,1.61797916666667
Jenny/The First,13.4895625
Joyce,27.3536458333333
Lyrics,4.68816666666667
Margaret,35.744125
Oz,48.8353541666667
Santa,3.97245833333333
Shopper,1.0318125
The First,1.54320833333333
Tree merchant,4.09166666666667
Weatherman,7.7043125
Willow,65.9801875
Willy,23.7355625
Xander,42.279125
